,salary,tool
8118,28000,ASP.NET
8118,28000,Java
8118,28000,VisualBasic.net
8118,28000,HTML
8118,28000,JavaScript
8118,28000,CSS
8119,28000,C++
8119,28000,Java
8119,28000,MySQL
8120,92307,Jenkins
8120,92307,Java
8120,92307,Python
8120,92307,HTTP
8120,92307,TCP/IP
8121,46000,
8125,60000,Git
8125,60000,Java
8125,60000,Spring
8125,60000,MSSQL
8127,30000,Linux
8127,30000,MSSQL
8127,30000,RDBMS
8130,60000,JavaScript
8130,60000,ReactJS
8130,60000,VueJS
8130,60000,Angular
8132,107692,Apple
8132,107692,iOS
8132,107692,Objective-C
8133,33500,PowerBI
8135,60000,Git
8135,60000,Java
8135,60000,Spring
8135,60000,MSSQL
8135,60000,MySQL
8135,60000,Oracle
8135,60000,PostgreSQL
8136,123076,C#
8139,184615,
8140,107692,Git
8140,107692,C#
8143,75000,Jenkins
8143,75000,Java
8145,60000,Go
8151,35000,
8152,92307,Jenkins
8152,92307,Java
8152,92307,Python
8152,92307,HTTP
8152,92307,TCP/IP
8153,46000,
8157,60000,Git
8157,60000,Java
8157,60000,Spring
8157,60000,MSSQL
8159,30000,Linux
8159,30000,MSSQL
8159,30000,RDBMS
8162,60000,JavaScript
8162,60000,ReactJS
8162,60000,VueJS
8162,60000,Angular
8164,107692,Apple
8164,107692,iOS
8164,107692,Objective-C
8165,33500,PowerBI
8167,60000,Git
8167,60000,Java
8167,60000,Spring
8167,60000,MSSQL
8167,60000,MySQL
8167,60000,Oracle
8167,60000,PostgreSQL
8168,123076,C#
8171,184615,
8172,107692,Git
8172,107692,C#
8175,75000,Jenkins
8175,75000,Java
8177,60000,Go
8183,35000,
8184,92307,Jenkins
8184,92307,Java
8184,92307,Python
8184,92307,HTTP
8184,92307,TCP/IP
8185,46000,
8189,60000,Git
8189,60000,Java
8189,60000,Spring
8189,60000,MSSQL
8191,30000,Linux
8191,30000,MSSQL
8191,30000,RDBMS
8194,60000,JavaScript
8194,60000,ReactJS
8194,60000,VueJS
8194,60000,Angular
8196,107692,Apple
8196,107692,iOS
8196,107692,Objective-C
8197,33500,PowerBI
8199,60000,Git
8199,60000,Java
8199,60000,Spring
8199,60000,MSSQL
8199,60000,MySQL
8199,60000,Oracle
8199,60000,PostgreSQL
8200,123076,C#
8203,184615,
8204,107692,Git
8204,107692,C#
8207,75000,Jenkins
8207,75000,Java
8209,60000,Go
8215,35000,
8216,92307,Jenkins
8216,92307,Java
8216,92307,Python
8216,92307,HTTP
8216,92307,TCP/IP
8217,46000,
8221,60000,Git
8221,60000,Java
8221,60000,Spring
8221,60000,MSSQL
8223,30000,Linux
8223,30000,MSSQL
8223,30000,RDBMS
8226,60000,JavaScript
8226,60000,ReactJS
8226,60000,VueJS
8226,60000,Angular
8228,107692,Apple
8228,107692,iOS
8228,107692,Objective-C
8229,33500,PowerBI
8231,60000,Git
8231,60000,Java
8231,60000,Spring
8231,60000,MSSQL
8231,60000,MySQL
8231,60000,Oracle
8231,60000,PostgreSQL
8232,123076,C#
8235,184615,
8236,107692,Git
8236,107692,C#
8239,75000,Jenkins
8239,75000,Java
8241,60000,Go
8247,35000,
8248,92307,Jenkins
8248,92307,Java
8248,92307,Python
8248,92307,HTTP
8248,92307,TCP/IP
8249,46000,
8253,60000,Git
8253,60000,Java
8253,60000,Spring
8253,60000,MSSQL
8255,30000,Linux
8255,30000,MSSQL
8255,30000,RDBMS
8258,60000,JavaScript
8258,60000,ReactJS
8258,60000,VueJS
8258,60000,Angular
8260,107692,Apple
8260,107692,iOS
8260,107692,Objective-C
8261,33500,PowerBI
8263,60000,Git
8263,60000,Java
8263,60000,Spring
8263,60000,MSSQL
8263,60000,MySQL
8263,60000,Oracle
8263,60000,PostgreSQL
8264,123076,C#
8267,184615,
8268,107692,Git
8268,107692,C#
8271,75000,Jenkins
8271,75000,Java
8273,60000,Go
8279,35000,
8280,92307,Jenkins
8280,92307,Java
8280,92307,Python
8280,92307,HTTP
8280,92307,TCP/IP
8281,46000,
8285,60000,Git
8285,60000,Java
8285,60000,Spring
8285,60000,MSSQL
8287,30000,Linux
8287,30000,MSSQL
8287,30000,RDBMS
8290,60000,JavaScript
8290,60000,ReactJS
8290,60000,VueJS
8290,60000,Angular
8292,107692,Apple
8292,107692,iOS
8292,107692,Objective-C
8293,33500,PowerBI
8295,60000,Git
8295,60000,Java
8295,60000,Spring
8295,60000,MSSQL
8295,60000,MySQL
8295,60000,Oracle
8295,60000,PostgreSQL
8296,123076,C#
8299,184615,
8300,107692,Git
8300,107692,C#
8303,75000,Jenkins
8303,75000,Java
8305,60000,Go
8311,35000,
8312,92307,Jenkins
8312,92307,Java
8312,92307,Python
8312,92307,HTTP
8312,92307,TCP/IP
8313,46000,
8317,60000,Git
8317,60000,Java
8317,60000,Spring
8317,60000,MSSQL
8319,30000,Linux
8319,30000,MSSQL
8319,30000,RDBMS
8322,60000,JavaScript
8322,60000,ReactJS
8322,60000,VueJS
8322,60000,Angular
8324,107692,Apple
8324,107692,iOS
8324,107692,Objective-C
8325,33500,PowerBI
8327,60000,Git
8327,60000,Java
8327,60000,Spring
8327,60000,MSSQL
8327,60000,MySQL
8327,60000,Oracle
8327,60000,PostgreSQL
8328,123076,C#
8331,184615,
8332,107692,Git
8332,107692,C#
8335,75000,Jenkins
8335,75000,Java
8337,60000,Go
8343,35000,
8344,92307,Jenkins
8344,92307,Java
8344,92307,Python
8344,92307,HTTP
8344,92307,TCP/IP
8345,46000,
8349,60000,Git
8349,60000,Java
8349,60000,Spring
8349,60000,MSSQL
8351,30000,Linux
8351,30000,MSSQL
8351,30000,RDBMS
8354,60000,JavaScript
8354,60000,ReactJS
8354,60000,VueJS
8354,60000,Angular
8356,107692,Apple
8356,107692,iOS
8356,107692,Objective-C
8357,33500,PowerBI
8359,60000,Git
8359,60000,Java
8359,60000,Spring
8359,60000,MSSQL
8359,60000,MySQL
8359,60000,Oracle
8359,60000,PostgreSQL
8360,123076,C#
8363,184615,
8364,107692,Git
8364,107692,C#
8367,75000,Jenkins
8367,75000,Java
8369,60000,Go
8375,35000,
8376,92307,Jenkins
8376,92307,Java
8376,92307,Python
8376,92307,HTTP
8376,92307,TCP/IP
8377,46000,
8381,60000,Git
8381,60000,Java
8381,60000,Spring
8381,60000,MSSQL
8383,30000,Linux
8383,30000,MSSQL
8383,30000,RDBMS
8386,60000,JavaScript
8386,60000,ReactJS
8386,60000,VueJS
8386,60000,Angular
8388,107692,Apple
8388,107692,iOS
8388,107692,Objective-C
8389,33500,PowerBI
8391,60000,Git
8391,60000,Java
8391,60000,Spring
8391,60000,MSSQL
8391,60000,MySQL
8391,60000,Oracle
8391,60000,PostgreSQL
8392,123076,C#
8395,184615,
8396,107692,Git
8396,107692,C#
8399,75000,Jenkins
8399,75000,Java
8401,60000,Go
8407,35000,
8408,92307,Jenkins
8408,92307,Java
8408,92307,Python
8408,92307,HTTP
8408,92307,TCP/IP
8409,46000,
8413,60000,Git
8413,60000,Java
8413,60000,Spring
8413,60000,MSSQL
8415,30000,Linux
8415,30000,MSSQL
8415,30000,RDBMS
8418,60000,JavaScript
8418,60000,ReactJS
8418,60000,VueJS
8418,60000,Angular
8420,107692,Apple
8420,107692,iOS
8420,107692,Objective-C
8421,33500,PowerBI
8423,60000,Git
8423,60000,Java
8423,60000,Spring
8423,60000,MSSQL
8423,60000,MySQL
8423,60000,Oracle
8423,60000,PostgreSQL
8424,123076,C#
8427,184615,
8428,107692,Git
8428,107692,C#
8431,75000,Jenkins
8431,75000,Java
8433,60000,Go
8439,35000,
8440,92307,Jenkins
8440,92307,Java
8440,92307,Python
8440,92307,HTTP
8440,92307,TCP/IP
8441,46000,
8445,60000,Git
8445,60000,Java
8445,60000,Spring
8445,60000,MSSQL
8447,30000,Linux
8447,30000,MSSQL
8447,30000,RDBMS
8450,60000,JavaScript
8450,60000,ReactJS
8450,60000,VueJS
8450,60000,Angular
8452,107692,Apple
8452,107692,iOS
8452,107692,Objective-C
8453,33500,PowerBI
8455,60000,Git
8455,60000,Java
8455,60000,Spring
8455,60000,MSSQL
8455,60000,MySQL
8455,60000,Oracle
8455,60000,PostgreSQL
8456,123076,C#
8459,184615,
8460,107692,Git
8460,107692,C#
8463,75000,Jenkins
8463,75000,Java
8465,60000,Go
8471,35000,
8472,92307,Jenkins
8472,92307,Java
8472,92307,Python
8472,92307,HTTP
8472,92307,TCP/IP
8473,46000,
8477,60000,Git
8477,60000,Java
8477,60000,Spring
8477,60000,MSSQL
8479,30000,Linux
8479,30000,MSSQL
8479,30000,RDBMS
8482,60000,JavaScript
8482,60000,ReactJS
8482,60000,VueJS
8482,60000,Angular
8484,107692,Apple
8484,107692,iOS
8484,107692,Objective-C
8485,33500,PowerBI
8487,60000,Git
8487,60000,Java
8487,60000,Spring
8487,60000,MSSQL
8487,60000,MySQL
8487,60000,Oracle
8487,60000,PostgreSQL
8488,123076,C#
8491,184615,
8492,107692,Git
8492,107692,C#
8495,75000,Jenkins
8495,75000,Java
8497,60000,Go
8503,35000,
8504,92307,Jenkins
8504,92307,Java
8504,92307,Python
8504,92307,HTTP
8504,92307,TCP/IP
8505,46000,
8509,60000,Git
8509,60000,Java
8509,60000,Spring
8509,60000,MSSQL
8511,30000,Linux
8511,30000,MSSQL
8511,30000,RDBMS
8514,60000,JavaScript
8514,60000,ReactJS
8514,60000,VueJS
8514,60000,Angular
8516,107692,Apple
8516,107692,iOS
8516,107692,Objective-C
8517,33500,PowerBI
8519,60000,Git
8519,60000,Java
8519,60000,Spring
8519,60000,MSSQL
8519,60000,MySQL
8519,60000,Oracle
8519,60000,PostgreSQL
8520,123076,C#
8523,184615,
8524,107692,Git
8524,107692,C#
8527,75000,Jenkins
8527,75000,Java
8529,60000,Go
8535,35000,
8536,92307,Jenkins
8536,92307,Java
8536,92307,Python
8536,92307,HTTP
8536,92307,TCP/IP
8537,46000,
8541,60000,Git
8541,60000,Java
8541,60000,Spring
8541,60000,MSSQL
8543,30000,Linux
8543,30000,MSSQL
8543,30000,RDBMS
8546,60000,JavaScript
8546,60000,ReactJS
8546,60000,VueJS
8546,60000,Angular
8548,107692,Apple
8548,107692,iOS
8548,107692,Objective-C
8549,33500,PowerBI
8551,60000,Git
8551,60000,Java
8551,60000,Spring
8551,60000,MSSQL
8551,60000,MySQL
8551,60000,Oracle
8551,60000,PostgreSQL
8552,123076,C#
8555,184615,
8556,107692,Git
8556,107692,C#
8559,75000,Jenkins
8559,75000,Java
8561,60000,Go
8567,35000,
8568,92307,Jenkins
8568,92307,Java
8568,92307,Python
8568,92307,HTTP
8568,92307,TCP/IP
8569,46000,
8573,60000,Git
8573,60000,Java
8573,60000,Spring
8573,60000,MSSQL
8575,30000,Linux
8575,30000,MSSQL
8575,30000,RDBMS
8578,60000,JavaScript
8578,60000,ReactJS
8578,60000,VueJS
8578,60000,Angular
8580,107692,Apple
8580,107692,iOS
8580,107692,Objective-C
8581,33500,PowerBI
8583,60000,Git
8583,60000,Java
8583,60000,Spring
8583,60000,MSSQL
8583,60000,MySQL
8583,60000,Oracle
8583,60000,PostgreSQL
8584,123076,C#
8587,184615,
8588,107692,Git
8588,107692,C#
8591,75000,Jenkins
8591,75000,Java
8593,60000,Go
8599,35000,
8600,92307,Jenkins
8600,92307,Java
8600,92307,Python
8600,92307,HTTP
8600,92307,TCP/IP
8601,46000,
8605,60000,Git
8605,60000,Java
8605,60000,Spring
8605,60000,MSSQL
8607,30000,Linux
8607,30000,MSSQL
8607,30000,RDBMS
8610,60000,JavaScript
8610,60000,ReactJS
8610,60000,VueJS
8610,60000,Angular
8612,107692,Apple
8612,107692,iOS
8612,107692,Objective-C
8613,33500,PowerBI
8615,60000,Git
8615,60000,Java
8615,60000,Spring
8615,60000,MSSQL
8615,60000,MySQL
8615,60000,Oracle
8615,60000,PostgreSQL
8616,123076,C#
8619,184615,
8620,107692,Git
8620,107692,C#
8623,75000,Jenkins
8623,75000,Java
8625,60000,Go
8631,35000,
8632,92307,Jenkins
8632,92307,Java
8632,92307,Python
8632,92307,HTTP
8632,92307,TCP/IP
8633,46000,
8637,60000,Git
8637,60000,Java
8637,60000,Spring
8637,60000,MSSQL
8639,30000,Linux
8639,30000,MSSQL
8639,30000,RDBMS
8642,60000,JavaScript
8642,60000,ReactJS
8642,60000,VueJS
8642,60000,Angular
8644,107692,Apple
8644,107692,iOS
8644,107692,Objective-C
8645,33500,PowerBI
8647,60000,Git
8647,60000,Java
8647,60000,Spring
8647,60000,MSSQL
8647,60000,MySQL
8647,60000,Oracle
8647,60000,PostgreSQL
8648,123076,C#
8651,184615,
8652,107692,Git
8652,107692,C#
8655,75000,Jenkins
8655,75000,Java
8657,60000,Go
8663,35000,
8664,92307,Jenkins
8664,92307,Java
8664,92307,Python
8664,92307,HTTP
8664,92307,TCP/IP
8665,46000,
8669,60000,Git
8669,60000,Java
8669,60000,Spring
8669,60000,MSSQL
8671,30000,Linux
8671,30000,MSSQL
8671,30000,RDBMS
8674,60000,JavaScript
8674,60000,ReactJS
8674,60000,VueJS
8674,60000,Angular
8676,107692,Apple
8676,107692,iOS
8676,107692,Objective-C
8677,33500,PowerBI
8679,60000,Git
8679,60000,Java
8679,60000,Spring
8679,60000,MSSQL
8679,60000,MySQL
8679,60000,Oracle
8679,60000,PostgreSQL
8680,123076,C#
8683,184615,
8684,107692,Git
8684,107692,C#
8687,75000,Jenkins
8687,75000,Java
8689,60000,Go
8695,35000,
8696,92307,Jenkins
8696,92307,Java
8696,92307,Python
8696,92307,HTTP
8696,92307,TCP/IP
8697,46000,
8701,60000,Git
8701,60000,Java
8701,60000,Spring
8701,60000,MSSQL
8703,30000,Linux
8703,30000,MSSQL
8703,30000,RDBMS
8706,60000,JavaScript
8706,60000,ReactJS
8706,60000,VueJS
8706,60000,Angular
8708,107692,Apple
8708,107692,iOS
8708,107692,Objective-C
8709,33500,PowerBI
8711,60000,Git
8711,60000,Java
8711,60000,Spring
8711,60000,MSSQL
8711,60000,MySQL
8711,60000,Oracle
8711,60000,PostgreSQL
8712,123076,C#
8715,184615,
8716,107692,Git
8716,107692,C#
8719,75000,Jenkins
8719,75000,Java
8721,60000,Go
8727,35000,
8728,92307,Jenkins
8728,92307,Java
8728,92307,Python
8728,92307,HTTP
8728,92307,TCP/IP
8729,46000,
8733,60000,Git
8733,60000,Java
8733,60000,Spring
8733,60000,MSSQL
8735,30000,Linux
8735,30000,MSSQL
8735,30000,RDBMS
8738,60000,JavaScript
8738,60000,ReactJS
8738,60000,VueJS
8738,60000,Angular
8740,107692,Apple
8740,107692,iOS
8740,107692,Objective-C
8741,33500,PowerBI
8743,60000,Git
8743,60000,Java
8743,60000,Spring
8743,60000,MSSQL
8743,60000,MySQL
8743,60000,Oracle
8743,60000,PostgreSQL
8744,123076,C#
8747,184615,
8748,107692,Git
8748,107692,C#
8751,75000,Jenkins
8751,75000,Java
8753,60000,Go
8759,35000,
8760,92307,Jenkins
8760,92307,Java
8760,92307,Python
8760,92307,HTTP
8760,92307,TCP/IP
8761,46000,
8765,60000,Git
8765,60000,Java
8765,60000,Spring
8765,60000,MSSQL
8767,30000,Linux
8767,30000,MSSQL
8767,30000,RDBMS
8770,60000,JavaScript
8770,60000,ReactJS
8770,60000,VueJS
8770,60000,Angular
8772,107692,Apple
8772,107692,iOS
8772,107692,Objective-C
8773,33500,PowerBI
8775,60000,Git
8775,60000,Java
8775,60000,Spring
8775,60000,MSSQL
8775,60000,MySQL
8775,60000,Oracle
8775,60000,PostgreSQL
8776,123076,C#
8779,184615,
8780,107692,Git
8780,107692,C#
8783,75000,Jenkins
8783,75000,Java
8785,60000,Go
8791,35000,
8792,92307,Jenkins
8792,92307,Java
8792,92307,Python
8792,92307,HTTP
8792,92307,TCP/IP
8793,46000,
8797,60000,Git
8797,60000,Java
8797,60000,Spring
8797,60000,MSSQL
8799,30000,Linux
8799,30000,MSSQL
8799,30000,RDBMS
8802,60000,JavaScript
8802,60000,ReactJS
8802,60000,VueJS
8802,60000,Angular
8804,107692,Apple
8804,107692,iOS
8804,107692,Objective-C
8805,33500,PowerBI
8807,60000,Git
8807,60000,Java
8807,60000,Spring
8807,60000,MSSQL
8807,60000,MySQL
8807,60000,Oracle
8807,60000,PostgreSQL
8808,123076,C#
8811,184615,
8812,107692,Git
8812,107692,C#
8815,75000,Jenkins
8815,75000,Java
8817,60000,Go
8823,35000,
8824,92307,Jenkins
8824,92307,Java
8824,92307,Python
8824,92307,HTTP
8824,92307,TCP/IP
8825,46000,
8829,60000,Git
8829,60000,Java
8829,60000,Spring
8829,60000,MSSQL
8831,30000,Linux
8831,30000,MSSQL
8831,30000,RDBMS
8834,60000,JavaScript
8834,60000,ReactJS
8834,60000,VueJS
8834,60000,Angular
8836,107692,Apple
8836,107692,iOS
8836,107692,Objective-C
8837,33500,PowerBI
8839,60000,Git
8839,60000,Java
8839,60000,Spring
8839,60000,MSSQL
8839,60000,MySQL
8839,60000,Oracle
8839,60000,PostgreSQL
8840,123076,C#
8843,184615,
8844,107692,Git
8844,107692,C#
8847,75000,Jenkins
8847,75000,Java
8849,60000,Go
8855,35000,
8856,92307,Jenkins
8856,92307,Java
8856,92307,Python
8856,92307,HTTP
8856,92307,TCP/IP
8857,46000,
8861,60000,Git
8861,60000,Java
8861,60000,Spring
8861,60000,MSSQL
8863,30000,Linux
8863,30000,MSSQL
8863,30000,RDBMS
8866,60000,JavaScript
8866,60000,ReactJS
8866,60000,VueJS
8866,60000,Angular
8868,107692,Apple
8868,107692,iOS
8868,107692,Objective-C
8869,33500,PowerBI
8871,60000,Git
8871,60000,Java
8871,60000,Spring
8871,60000,MSSQL
8871,60000,MySQL
8871,60000,Oracle
8871,60000,PostgreSQL
8872,123076,C#
8875,184615,
8876,107692,Git
8876,107692,C#
8879,75000,Jenkins
8879,75000,Java
8881,60000,Go
8887,35000,
8888,92307,Jenkins
8888,92307,Java
8888,92307,Python
8888,92307,HTTP
8888,92307,TCP/IP
8889,46000,
8893,60000,Git
8893,60000,Java
8893,60000,Spring
8893,60000,MSSQL
8895,30000,Linux
8895,30000,MSSQL
8895,30000,RDBMS
8898,60000,JavaScript
8898,60000,ReactJS
8898,60000,VueJS
8898,60000,Angular
8900,107692,Apple
8900,107692,iOS
8900,107692,Objective-C
8901,33500,PowerBI
8903,60000,Git
8903,60000,Java
8903,60000,Spring
8903,60000,MSSQL
8903,60000,MySQL
8903,60000,Oracle
8903,60000,PostgreSQL
8904,123076,C#
8907,184615,
8908,107692,Git
8908,107692,C#
8911,75000,Jenkins
8911,75000,Java
8913,60000,Go
8919,35000,
8920,92307,Jenkins
8920,92307,Java
8920,92307,Python
8920,92307,HTTP
8920,92307,TCP/IP
8921,46000,
8925,60000,Git
8925,60000,Java
8925,60000,Spring
8925,60000,MSSQL
8927,30000,Linux
8927,30000,MSSQL
8927,30000,RDBMS
8930,60000,JavaScript
8930,60000,ReactJS
8930,60000,VueJS
8930,60000,Angular
8932,107692,Apple
8932,107692,iOS
8932,107692,Objective-C
8933,33500,PowerBI
8935,60000,Git
8935,60000,Java
8935,60000,Spring
8935,60000,MSSQL
8935,60000,MySQL
8935,60000,Oracle
8935,60000,PostgreSQL
8936,123076,C#
8939,184615,
8940,107692,Git
8940,107692,C#
8943,75000,Jenkins
8943,75000,Java
8945,60000,Go
8951,35000,
8952,92307,Jenkins
8952,92307,Java
8952,92307,Python
8952,92307,HTTP
8952,92307,TCP/IP
8953,46000,
8957,60000,Git
8957,60000,Java
8957,60000,Spring
8957,60000,MSSQL
8959,30000,Linux
8959,30000,MSSQL
8959,30000,RDBMS
8962,60000,JavaScript
8962,60000,ReactJS
8962,60000,VueJS
8962,60000,Angular
8964,107692,Apple
8964,107692,iOS
8964,107692,Objective-C
8965,33500,PowerBI
8967,60000,Git
8967,60000,Java
8967,60000,Spring
8967,60000,MSSQL
8967,60000,MySQL
8967,60000,Oracle
8967,60000,PostgreSQL
8968,123076,C#
8971,184615,
8972,107692,Git
8972,107692,C#
8975,75000,Jenkins
8975,75000,Java
8977,60000,Go
8983,35000,
8984,92307,Jenkins
8984,92307,Java
8984,92307,Python
8984,92307,HTTP
8984,92307,TCP/IP
8985,46000,
8989,60000,Git
8989,60000,Java
8989,60000,Spring
8989,60000,MSSQL
8991,30000,Linux
8991,30000,MSSQL
8991,30000,RDBMS
8994,60000,JavaScript
8994,60000,ReactJS
8994,60000,VueJS
8994,60000,Angular
8996,107692,Apple
8996,107692,iOS
8996,107692,Objective-C
8997,33500,PowerBI
8999,60000,Git
8999,60000,Java
8999,60000,Spring
8999,60000,MSSQL
8999,60000,MySQL
8999,60000,Oracle
8999,60000,PostgreSQL
9000,123076,C#
9003,184615,
9004,107692,Git
9004,107692,C#
9007,75000,Jenkins
9007,75000,Java
9009,60000,Go
9015,35000,
9016,92307,Jenkins
9016,92307,Java
9016,92307,Python
9016,92307,HTTP
9016,92307,TCP/IP
9017,46000,
9021,60000,Git
9021,60000,Java
9021,60000,Spring
9021,60000,MSSQL
9023,30000,Linux
9023,30000,MSSQL
9023,30000,RDBMS
9026,60000,JavaScript
9026,60000,ReactJS
9026,60000,VueJS
9026,60000,Angular
9028,107692,Apple
9028,107692,iOS
9028,107692,Objective-C
9029,33500,PowerBI
9031,60000,Git
9031,60000,Java
9031,60000,Spring
9031,60000,MSSQL
9031,60000,MySQL
9031,60000,Oracle
9031,60000,PostgreSQL
9032,123076,C#
9035,184615,
9036,107692,Git
9036,107692,C#
9039,75000,Jenkins
9039,75000,Java
9041,60000,Go
9047,35000,
9048,92307,Jenkins
9048,92307,Java
9048,92307,Python
9048,92307,HTTP
9048,92307,TCP/IP
9049,46000,
9053,60000,Git
9053,60000,Java
9053,60000,Spring
9053,60000,MSSQL
9055,30000,Linux
9055,30000,MSSQL
9055,30000,RDBMS
9058,60000,JavaScript
9058,60000,ReactJS
9058,60000,VueJS
9058,60000,Angular
9060,107692,Apple
9060,107692,iOS
9060,107692,Objective-C
9061,33500,PowerBI
9063,60000,Git
9063,60000,Java
9063,60000,Spring
9063,60000,MSSQL
9063,60000,MySQL
9063,60000,Oracle
9063,60000,PostgreSQL
9064,123076,C#
9067,184615,
9068,107692,Git
9068,107692,C#
9071,75000,Jenkins
9071,75000,Java
9073,60000,Go
9079,35000,
9080,92307,Jenkins
9080,92307,Java
